id,author,description,guid,to,likecount,link,pubdate,replycount,title,authorChannelUrl
72,@docshome3937,"Not a movie for the weak hearted, can give you high blood pressure and maybe a cardiac arrest too, disgusting story... good acting from everyone though...",UgzwbG2se67c95aSyRN4AaABAg,,1,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgzwbG2se67c95aSyRN4AaABAg,2024-01-29 21:03:01,0,"Not a movie for the weak hearted, can give you high blood pressure and maybe a cardiac arrest too, disgusting story... good acting from everyone though...",http://www.youtube.com/@docshome3937
73,@ashurchin483,The unique of this movie is sing while fighting.. n first time I watch alot of Singh acting ..,Ugx1kH2qxXbtJgOXm-V4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugx1kH2qxXbtJgOXm-V4AaABAg,2024-01-29 15:55:45,0,The unique of this movie is sing while fighting.. n first time I watch alot of Singh acting ..,http://www.youtube.com/@ashurchin483
74,@queenmelanie4538,Not what I expected from ranbir 2.5/5,UgxLU_4MHKa_WQF2knJ4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgxLU_4MHKa_WQF2knJ4AaABAg,2024-01-29 07:53:24,0,Not what I expected from ranbir 2.5/5,http://www.youtube.com/@queenmelanie4538
75,@bvkm,"The screenplay is all messed up; how many villains are there, and why did Bobydeol appear in the last minute? There is no clarity. What message do they intend to send to society with such massive violence and adult content? totally waste of money and time.",UgzQBSujdLuN6QPBV1l4AaABAg,,1,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgzQBSujdLuN6QPBV1l4AaABAg,2024-01-29 07:43:56,2,"The screenplay is all messed up; how many villains are there, and why did Bobydeol appear in the last minute? There is no clarity. What message do they intend to send to society with such massive violence and adult content? totally waste of money and time.",http://www.youtube.com/@bvkm
76,@samsamtol,"No message, only brilliance and entertainment. This is called as non linear screenplay. Go watch stupid tiger franchise for linear and simple screenplay.",UgzQBSujdLuN6QPBV1l4AaABAg.A-9K1aibZRfA-Inr4sxjjk,@bvkm,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgzQBSujdLuN6QPBV1l4AaABAg.A-9K1aibZRfA-Inr4sxjjk,2024-02-02 00:06:25,0,"No message, only brilliance and entertainment. This is called as non linear screenplay. Go watch stupid tiger franchise for linear and simple screenplay.",http://www.youtube.com/@samsamtol
77,@rishabhkumar8360,Tu fukrey 3 dekh le Bhai. Vo pasand ayegi tujhe 😅,UgzQBSujdLuN6QPBV1l4AaABAg.A-9K1aibZRfA-XH5Ep_pMh,@bvkm,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgzQBSujdLuN6QPBV1l4AaABAg.A-9K1aibZRfA-XH5Ep_pMh,2024-02-07 15:00:00,0,Tu fukrey 3 dekh le Bhai. Vo pasand ayegi tujhe 😅,http://www.youtube.com/@rishabhkumar8360
78,@neetuthakur4192,"As a women I like the movie , the way he protect his sister and family amazing . but as a husband he cheated on his wife that is not acceptable. rest movie is great",UgxI5ldK5Gq-WT_UYAV4AaABAg,,2,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgxI5ldK5Gq-WT_UYAV4AaABAg,2024-01-29 06:52:35,0,"As a women I like the movie , the way he protect his sister and family amazing . but as a husband he cheated on his wife that is not acceptable. rest movie is great",http://www.youtube.com/@neetuthakur4192
79,@Sam-mr8kh,This movie is meaningless. Unnecessary drama and Unnecessary fight and emotion.,Ugx0cKz2M7uYTmzY4qt4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugx0cKz2M7uYTmzY4qt4AaABAg,2024-01-29 06:49:51,0,This movie is meaningless. Unnecessary drama and Unnecessary fight and emotion.,http://www.youtube.com/@Sam-mr8kh
80,@SameerDinkar,💪💪💪💪💪💪💪💪😙😙,Ugwkxa60YNq8O3xI6aZ4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugwkxa60YNq8O3xI6aZ4AaABAg,2024-01-29 05:32:17,0,💪💪💪💪💪💪💪💪😙😙,http://www.youtube.com/@SameerDinkar
81,@user-co3eb7pg8i,Such a 💩 💩 those who like this movie I must say their choice of movie is awesome!,Ugxcy8K2G8D6b5mkysh4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugxcy8K2G8D6b5mkysh4AaABAg,2024-01-29 03:29:54,0,Such a 💩 💩 those who like this movie I must say their choice of movie is awesome!,http://www.youtube.com/@user-co3eb7pg8i
82,@sharikasha1258,Do a favour to yourself. Watch movie 12 fail instead,Ugy4n0yFrwswaEPPzsJ4AaABAg,,1,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugy4n0yFrwswaEPPzsJ4AaABAg,2024-01-29 02:22:22,0,Do a favour to yourself. Watch movie 12 fail instead,http://www.youtube.com/@sharikasha1258
83,@dazzkhan2299,"Nonsense script,,,un necessary nude scenes,,,twisted scripts,,un matched funny scenes,,does't even make sense.",UgwPkCC9Y7vLGinNv394AaABAg,,1,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgwPkCC9Y7vLGinNv394AaABAg,2024-01-28 22:52:51,0,"Nonsense script,,,un necessary nude scenes,,,twisted scripts,,un matched funny scenes,,does't even make sense.",http://www.youtube.com/@dazzkhan2299
84,@shukriasamadi6918,Dont watch this movie guyss..it really not good,UgzpbHII5z-eNKfJOXx4AaABAg,,1,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgzpbHII5z-eNKfJOXx4AaABAg,2024-01-28 20:19:39,0,Dont watch this movie guyss..it really not good,http://www.youtube.com/@shukriasamadi6918
85,@hansmru,funny thing: there's not a single POLICE action in this..,UgwCW9c54a0UqPnhUYR4AaABAg,,1,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgwCW9c54a0UqPnhUYR4AaABAg,2024-01-28 11:46:44,0,funny thing: there's not a single POLICE action in this..,http://www.youtube.com/@hansmru
86,@saruljothi2458,5 th sense,UgyBWPUMPdY-Vt_dToh4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgyBWPUMPdY-Vt_dToh4AaABAg,2024-01-28 08:12:57,0,5 th sense,http://www.youtube.com/@saruljothi2458
87,@sharikasha1258,It's shocking what india has become 😂😂😂,UgzQ3SWZKtDlq8xbA_N4AaABAg,,1,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgzQ3SWZKtDlq8xbA_N4AaABAg,2024-01-28 00:08:22,0,It's shocking what india has become 😂😂😂,http://www.youtube.com/@sharikasha1258
88,@brooklynusa670,A lot of action. Excellent acting bu Randbir kapoor❤,Ugw_YZchoFRuJH4QQT14AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugw_YZchoFRuJH4QQT14AaABAg,2024-01-27 21:57:43,0,A lot of action. Excellent acting bu Randbir kapoor❤,http://www.youtube.com/@brooklynusa670
89,@sajidsaddaq2685,Overhyped load off tosh🙄,Ugy_gZ8Otbd0sCAxlB14AaABAg,,1,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugy_gZ8Otbd0sCAxlB14AaABAg,2024-01-27 18:32:56,0,Overhyped load off tosh🙄,http://www.youtube.com/@sajidsaddaq2685
90,@pppk9335,"Animal is a Belowavrage movie, Action Violence Good Engaging But 🤏 Story me kuch bhi dum nahi tha",UgykBA2sFnqXZf32ib54AaABAg,,1,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgykBA2sFnqXZf32ib54AaABAg,2024-01-27 12:29:04,1,"Animal is a Belowavrage movie, Action Violence Good Engaging But 🤏 Story me kuch bhi dum nahi tha",http://www.youtube.com/@pppk9335
91,@meinhunerd,Agreed for first time,UgykBA2sFnqXZf32ib54AaABAg.A-4g4B35ZzUA-7g7XQEyeh,@pppk9335,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgykBA2sFnqXZf32ib54AaABAg.A-4g4B35ZzUA-7g7XQEyeh,2024-01-28 16:27:15,0,Agreed for first time,http://www.youtube.com/@meinhunerd
92,@hillton2180,"😂 सीरियसली ये अगर हिट हे तो 12th fail को क्या बोलोगे , इससे वाहियात मूवी मेने आज तक नही देखी",UgxHW8cQiXtETjJYpMJ4AaABAg,,1,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgxHW8cQiXtETjJYpMJ4AaABAg,2024-01-27 10:43:04,0,"😂 सीरियसली ये अगर हिट हे तो 12th fail को क्या बोलोगे , इससे वाहियात मूवी मेने आज तक नही देखी",http://www.youtube.com/@hillton2180
93,@bestofmusicc__,"Such horrific bgm literally 🔥 You won't be like your father, and then the music🥶🔥",UgzN-5NNKSAh0iBQSLF4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgzN-5NNKSAh0iBQSLF4AaABAg,2024-01-27 05:41:37,0,"Such horrific bgm literally 🔥 You won't be like your father, and then the music🥶🔥",http://www.youtube.com/@bestofmusicc__
94,@vishakhachauhan3649,Who is here after watching animal movie 👍👍👍,UgxeOLydhjoy_VskbgV4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgxeOLydhjoy_VskbgV4AaABAg,2024-01-27 01:21:45,0,Who is here after watching animal movie 👍👍👍,http://www.youtube.com/@vishakhachauhan3649
95,@Meinkamf007,Isse accha toh Godfather hain❤,UgyI_gawiFCbpwWJ2X54AaABAg,,2,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgyI_gawiFCbpwWJ2X54AaABAg,2024-01-26 08:59:34,0,Isse accha toh Godfather hain❤,http://www.youtube.com/@Meinkamf007
96,@syazwanibrahim1716,childish gambino at the end of this trailer..,Ugy9HkzCJ1WJYHzn1XN4AaABAg,,2,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugy9HkzCJ1WJYHzn1XN4AaABAg,2024-01-26 05:23:45,0,childish gambino at the end of this trailer..,http://www.youtube.com/@syazwanibrahim1716
97,@KomalShankar-pk8rf,How sweet rangbir is for his dad he is Deval not animal,UgwxO_lp8VSzsRU1BqV4AaABAg,,1,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgwxO_lp8VSzsRU1BqV4AaABAg,2024-01-26 00:25:24,0,How sweet rangbir is for his dad he is Deval not animal,http://www.youtube.com/@KomalShankar-pk8rf
98,@user-sk5pf9dh2g,Gd,UgyQ4ZOdmRxTpsIX51l4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgyQ4ZOdmRxTpsIX51l4AaABAg,2024-01-25 12:16:25,0,Gd,http://www.youtube.com/@user-sk5pf9dh2g
99,@Stalerupture_,Iss film main toh dikhata hai ki Hero apna papa Ko maanta hai aur pura film main toh uska baat hi nhi manta hai,UgwYqmJantMIedN1jNJ4AaABAg,,1,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgwYqmJantMIedN1jNJ4AaABAg,2024-01-25 09:44:55,0,Iss film main toh dikhata hai ki Hero apna papa Ko maanta hai aur pura film main toh uska baat hi nhi manta hai,http://www.youtube.com/@Stalerupture_
100,@ayushlimbu4468,Bobby looks hot in this clip i want to see him more but ranvir is not my type because his face is iinda baby face macho man are the best,Ugy_zBnDX1R589Rk3Dt4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugy_zBnDX1R589Rk3Dt4AaABAg,2024-01-22 05:49:33,0,Bobby looks hot in this clip i want to see him more but ranvir is not my type because his face is iinda baby face macho man are the best,http://www.youtube.com/@ayushlimbu4468
101,@user-st6ej4xx4q,😍😍😍😍😍,Ugw1Sa6uifjEyTpgmhB4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugw1Sa6uifjEyTpgmhB4AaABAg,2024-01-20 22:12:29,0,😍😍😍😍😍,http://www.youtube.com/@user-st6ej4xx4q
102,@PriyaC011,This type of movies promote toxic masculinity!!,Ugyf17o4Se12E79Q7nx4AaABAg,,2,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugyf17o4Se12E79Q7nx4AaABAg,2024-01-20 17:16:30,0,This type of movies promote toxic masculinity!!,http://www.youtube.com/@PriyaC011
103,@RanjeetSingh-nw8ru,Upload karodo plz movie,Ugy3bJSPZt595VRAtBN4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugy3bJSPZt595VRAtBN4AaABAg,2024-01-20 03:55:43,0,Upload karodo plz movie,http://www.youtube.com/@RanjeetSingh-nw8ru
104,@SewwandiEkanayake-ve3ye,Epic movie❤️,UgyhvVuZkzKQvPminXR4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgyhvVuZkzKQvPminXR4AaABAg,2024-01-19 22:44:45,0,Epic movie❤️,http://www.youtube.com/@SewwandiEkanayake-ve3ye
105,@arpitarunmishra,0:58 You've trained me well Papa,UgyVBpwQYz6K3OlKnGN4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgyVBpwQYz6K3OlKnGN4AaABAg,2024-01-18 23:05:51,0,0:58 You've trained me well Papa,http://www.youtube.com/@arpitarunmishra
106,@SunnyTechnical-cc6bx,10000000000000000000,UgwX8zGvA_vxE89kFSZ4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgwX8zGvA_vxE89kFSZ4AaABAg,2024-01-18 12:32:41,0,10000000000000000000,http://www.youtube.com/@SunnyTechnical-cc6bx
107,@pradipdas5922,Animal movie ka link daw😊,UgzXyvEXxZET9ClcQKF4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgzXyvEXxZET9ClcQKF4AaABAg,2024-01-18 04:37:06,0,Animal movie ka link daw😊,http://www.youtube.com/@pradipdas5922
108,@mstech418,🔥🔥🔥,Ugz1QYm_c7ZbWNpgz814AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugz1QYm_c7ZbWNpgz814AaABAg,2024-01-17 00:58:41,0,🔥🔥🔥,http://www.youtube.com/@mstech418
109,@gowthamr9834,Thamizhan yaaravathu erukkingala❤,UgyFHm2KN-kmWH1-9u14AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgyFHm2KN-kmWH1-9u14AaABAg,2024-01-16 05:31:22,1,Thamizhan yaaravathu erukkingala❤,http://www.youtube.com/@gowthamr9834
110,@RPrabas,Naan👆,UgyFHm2KN-kmWH1-9u14AaABAg.9zcbXEaK_UNA-2v718heIW,@gowthamr9834,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgyFHm2KN-kmWH1-9u14AaABAg.9zcbXEaK_UNA-2v718heIW,2024-01-26 20:02:03,0,Naan👆,http://www.youtube.com/@RPrabas
111,@Anurag-dg1kj,1:56,UgyXaxr2mOO59SNHeC14AaABAg,,1,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgyXaxr2mOO59SNHeC14AaABAg,2024-01-15 00:32:25,0,1:56,http://www.youtube.com/@Anurag-dg1kj
112,@user-fu4qv5bt5w,Bahut accha movie hai.maine theatre mein dekha hai,Ugz-1SYLE6osTK8hcL94AaABAg,,1,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugz-1SYLE6osTK8hcL94AaABAg,2024-01-14 01:21:14,0,Bahut accha movie hai.maine theatre mein dekha hai,http://www.youtube.com/@user-fu4qv5bt5w
113,@Abhis28,Feel sorry for our censor board which lets this crap get released,UgwRjivfvVM-ZeJSYoF4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgwRjivfvVM-ZeJSYoF4AaABAg,2024-01-13 14:09:24,1,Feel sorry for our censor board which lets this crap get released,http://www.youtube.com/@Abhis28
114,@devshare5011,Har jagah fairytale nahi hota h Remember art ko hamesha diverse hona chahiye,UgwRjivfvVM-ZeJSYoF4AaABAg.9zWoQnF4b-T9zXwHwHRRqb,@Abhis28,4,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgwRjivfvVM-ZeJSYoF4AaABAg.9zWoQnF4b-T9zXwHwHRRqb,2024-01-14 00:37:20,0,Har jagah fairytale nahi hota h Remember art ko hamesha diverse hona chahiye,http://www.youtube.com/@devshare5011
115,@vasavkrishna4141,Have seen this 4 times in theatre.. still this teaser gives me chills 🔥,UgyHvj3tElSVgM7jCKh4AaABAg,,152,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgyHvj3tElSVgM7jCKh4AaABAg,2024-01-12 15:54:56,12,Have seen this 4 times in theatre.. still this teaser gives me chills 🔥,http://www.youtube.com/@vasavkrishna4141
116,@evan3087,Teaser was enough to know Ranbir’s monotony acting. Don’t know why you watched 4 times 😅,UgyHvj3tElSVgM7jCKh4AaABAg.9zUQhuGd5Yc9zYHw9Wm1Wd,@vasavkrishna4141,5,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgyHvj3tElSVgM7jCKh4AaABAg.9zUQhuGd5Yc9zYHw9Wm1Wd,2024-01-14 03:55:12,0,Teaser was enough to know Ranbir’s monotony acting. Don’t know why you watched 4 times 😅,http://www.youtube.com/@evan3087
117,@your_future402,@@evan3087 no ranbir acting was good,UgyHvj3tElSVgM7jCKh4AaABAg.9zUQhuGd5Yc9zZ0q2P9MGT,@vasavkrishna4141,4,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgyHvj3tElSVgM7jCKh4AaABAg.9zUQhuGd5Yc9zZ0q2P9MGT,2024-01-14 10:45:03,0,@@evan3087 no ranbir acting was good,http://www.youtube.com/@your_future402
118,@evan3087,@@your_future402 I disagree. He brings no intensity.,UgyHvj3tElSVgM7jCKh4AaABAg.9zUQhuGd5Yc9zZAZsIv776,@vasavkrishna4141,2,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgyHvj3tElSVgM7jCKh4AaABAg.9zUQhuGd5Yc9zZAZsIv776,2024-01-14 12:10:06,0,@@your_future402 I disagree. He brings no intensity.,http://www.youtube.com/@evan3087
119,@adish7839,"​@@evan3087you are insane, because of his acting it was worth watching",UgyHvj3tElSVgM7jCKh4AaABAg.9zUQhuGd5Yc9zfKYqMsSkN,@vasavkrishna4141,7,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgyHvj3tElSVgM7jCKh4AaABAg.9zUQhuGd5Yc9zfKYqMsSkN,2024-01-17 06:52:01,0,"​@@evan3087you are insane, because of his acting it was worth watching",http://www.youtube.com/@adish7839
120,@evan3087,@@adish7839 that’s only in your opinion,UgyHvj3tElSVgM7jCKh4AaABAg.9zUQhuGd5Yc9zfKxColy8e,@vasavkrishna4141,1,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgyHvj3tElSVgM7jCKh4AaABAg.9zUQhuGd5Yc9zfKxColy8e,2024-01-17 06:55:29,0,@@adish7839 that’s only in your opinion,http://www.youtube.com/@evan3087
121,@Iamsrk_7781,Kaun kaun Animal park ka wait kar raha hai 🖐️,UgxgKjD-qcfuMW7ncap4AaABAg,,3,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgxgKjD-qcfuMW7ncap4AaABAg,2024-01-12 07:01:53,0,Kaun kaun Animal park ka wait kar raha hai 🖐️,http://www.youtube.com/@Iamsrk_7781
122,@your_future402,Good movie,UgyYstWJuoTbihSKED14AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgyYstWJuoTbihSKED14AaABAg,2024-01-12 04:26:34,0,Good movie,http://www.youtube.com/@your_future402
123,@mahrukhmushtaq2602,Where to watch,UgwxOy6h6wx1pFJrje14AaABAg,,1,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgwxOy6h6wx1pFJrje14AaABAg,2024-01-10 11:35:42,1,Where to watch,http://www.youtube.com/@mahrukhmushtaq2602
124,@avengersman8972,wait for ott release,UgwxOy6h6wx1pFJrje14AaABAg.9zOoSWyRJQf9zSxWfxtAGw,@mahrukhmushtaq2602,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgwxOy6h6wx1pFJrje14AaABAg.9zOoSWyRJQf9zSxWfxtAGw,2024-01-12 02:11:53,0,wait for ott release,http://www.youtube.com/@avengersman8972
125,@MohanSingh-mf1kb,Sandeep Vanga believes Sikhs are for heroic roles not for comic roles ❤,UgwLKIkCd9usYCz6S8N4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgwLKIkCd9usYCz6S8N4AaABAg,2024-01-10 10:03:48,0,Sandeep Vanga believes Sikhs are for heroic roles not for comic roles ❤,http://www.youtube.com/@MohanSingh-mf1kb
126,@megh1177,Amial moive tv in phone sumsung tariter 1:43,UgxghabTPnUuR2PiRn54AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgxghabTPnUuR2PiRn54AaABAg,2024-01-10 05:15:26,0,Amial moive tv in phone sumsung tariter 1:43,http://www.youtube.com/@megh1177
127,@user-ke3vn9er9o,Office Andheri vvv,UgwXI7UX7X8UebbMtrN4AaABAg,,1,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgwXI7UX7X8UebbMtrN4AaABAg,2024-01-10 03:25:28,0,Office Andheri vvv,http://www.youtube.com/@user-ke3vn9er9o
128,@abhayverma2330,💩💩💩💩,UgyCBuQkJwrv8cmIj854AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgyCBuQkJwrv8cmIj854AaABAg,2024-01-10 00:31:54,0,💩💩💩💩,http://www.youtube.com/@abhayverma2330
129,@IshfaqAhmad-vn9sk,Dabbba story,UgxhhXg5ctjgXwg2ZmF4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgxhhXg5ctjgXwg2ZmF4AaABAg,2024-01-09 16:01:39,0,Dabbba story,http://www.youtube.com/@IshfaqAhmad-vn9sk
130,@falcon8552,Ye movie h kya??,Ugzc2eE8QuAlJcCVaJ54AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugzc2eE8QuAlJcCVaJ54AaABAg,2024-01-09 12:00:03,0,Ye movie h kya??,http://www.youtube.com/@falcon8552
131,@himankraoyadav369,Sandeep reddy vanga is the best,UgwTrzdX0cPbGKSw7zB4AaABAg,,1,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgwTrzdX0cPbGKSw7zB4AaABAg,2024-01-09 11:24:06,0,Sandeep reddy vanga is the best,http://www.youtube.com/@himankraoyadav369
132,@MusicMendicant,What the F*** is this? Just the trailer gave me Cancer 🤮🤢,UgwGTMPqOG64A6zOanJ4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgwGTMPqOG64A6zOanJ4AaABAg,2024-01-09 09:23:18,0,What the F*** is this? Just the trailer gave me Cancer 🤮🤢,http://www.youtube.com/@MusicMendicant
133,@harshbhardwaj1666,Ranbir Kapoor is mass actor😅,UgzVWvQHSADCbN5xYiR4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgzVWvQHSADCbN5xYiR4AaABAg,2024-01-09 08:55:00,0,Ranbir Kapoor is mass actor😅,http://www.youtube.com/@harshbhardwaj1666
134,@xtinctspecies,Waiting for this movie to come on OTT,Ugxv8vWiCEpXpIJrWRd4AaABAg,,42,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugxv8vWiCEpXpIJrWRd4AaABAg,2024-01-09 04:13:54,0,Waiting for this movie to come on OTT,http://www.youtube.com/@xtinctspecies
135,@Hemant_677,Bollywood become toxic,UgwouYrOMOuQ9geDD0x4AaABAg,,1,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgwouYrOMOuQ9geDD0x4AaABAg,2024-01-08 09:11:34,0,Bollywood become toxic,http://www.youtube.com/@Hemant_677
136,@Akshay_gamer0007,This movie can break the record of KGF -Chapter 2,UgwQWmz11wDmw1etAkF4AaABAg,,2,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgwQWmz11wDmw1etAkF4AaABAg,2024-01-08 01:07:14,0,This movie can break the record of KGF -Chapter 2,http://www.youtube.com/@Akshay_gamer0007
137,@sainiharika,Way Overrated for sure.,UgxauXCqchEEH4lcfsl4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgxauXCqchEEH4lcfsl4AaABAg,2024-01-07 22:05:24,2,Way Overrated for sure.,http://www.youtube.com/@sainiharika
138,@user-wg9rv3sr1k,Are didi aapna kaam karo😊,UgxauXCqchEEH4lcfsl4AaABAg.9zID7wK5ktt9zITQ3btriR,@sainiharika,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgxauXCqchEEH4lcfsl4AaABAg.9zID7wK5ktt9zITQ3btriR,2024-01-08 00:27:42,0,Are didi aapna kaam karo😊,http://www.youtube.com/@user-wg9rv3sr1k
139,@user-ql4yb2ml9w,Toxic feminism wali... Jali naa 🔥🔥🔥🔥,UgxauXCqchEEH4lcfsl4AaABAg.9zID7wK5ktt9zKK9SSDk1k,@sainiharika,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgxauXCqchEEH4lcfsl4AaABAg.9zID7wK5ktt9zKK9SSDk1k,2024-01-08 17:45:16,0,Toxic feminism wali... Jali naa 🔥🔥🔥🔥,http://www.youtube.com/@user-ql4yb2ml9w
